d,trial,per_add,num_add,user1_cohortId,user2_cohortId,match
100,308,0.02,2,395,395,1
100,308,0.05,5,395,395,1
100,308,0.1,10,395,1993,0
100,308,0.2,20,395,6942,0
100,308,0.3,30,395,10672,0
100,308,0.5,50,395,7531,0
100,309,0.01,1,14283,14283,1
100,309,0.02,2,14283,14283,1
100,309,0.05,5,14283,6885,0
100,309,0.1,10,14283,14283,1
100,309,0.2,20,14283,4910,0
100,309,0.3,30,14283,12301,0
100,309,0.5,50,14283,10302,0
100,310,0.01,1,18849,18849,1
100,310,0.02,2,18849,3520,0
100,310,0.05,5,18849,3520,0
100,310,0.1,10,18849,3520,0
100,310,0.2,20,18849,18849,1
100,310,0.3,30,18849,187,0
100,310,0.5,50,18849,18839,0
100,311,0.01,1,6401,6401,1
100,311,0.02,2,6401,6401,1
100,311,0.05,5,6401,6401,1
100,311,0.1,10,6401,6105,0
100,311,0.2,20,6401,5816,0
100,311,0.3,30,6401,5816,0
100,311,0.5,50,6401,6401,1
100,312,0.01,1,21902,23175,0
100,312,0.02,2,21902,28924,0
100,312,0.05,5,21902,19284,0
100,312,0.1,10,21902,28865,0
100,312,0.2,20,21902,33320,0
100,312,0.3,30,21902,21500,0
100,312,0.5,50,21902,25915,0
100,313,0.01,1,22676,22676,1
100,313,0.02,2,22676,22676,1
100,313,0.05,5,22676,22676,1
100,313,0.1,10,22676,22676,1
100,313,0.2,20,22676,22676,1
100,313,0.3,30,22676,22465,0
100,313,0.5,50,22676,22676,1
100,314,0.01,1,3239,3239,1
100,314,0.02,2,3239,3239,1
100,314,0.05,5,3239,7396,0
100,314,0.1,10,3239,3221,0
100,314,0.2,20,3239,2852,0
100,314,0.3,30,3239,18479,0
100,314,0.5,50,3239,5134,0
100,315,0.01,1,20136,20136,1
100,315,0.02,2,20136,20136,1
100,315,0.05,5,20136,4482,0
100,315,0.1,10,20136,20119,0
100,315,0.2,20,20136,20119,0
100,315,0.3,30,20136,20123,0
100,315,0.5,50,20136,4480,0
100,316,0.01,1,1382,1382,1
100,316,0.02,2,1382,1382,1
100,316,0.05,5,1382,16312,0
100,316,0.1,10,1382,1376,0
100,316,0.2,20,1382,1380,0
100,316,0.3,30,1382,25491,0
100,316,0.5,50,1382,1378,0
100,317,0.01,1,1589,1589,1
100,317,0.02,2,1589,1589,1
100,317,0.05,5,1589,1589,1
100,317,0.1,10,1589,1390,0
100,317,0.2,20,1589,1519,0
100,317,0.3,30,1589,19550,0
100,317,0.5,50,1589,1379,0
100,318,0.01,1,16254,16254,1
100,318,0.02,2,16254,15873,0
100,318,0.05,5,16254,16309,0
100,318,0.1,10,16254,16309,0
100,318,0.2,20,16254,16254,1
100,318,0.3,30,16254,21133,0
100,318,0.5,50,16254,4673,0
100,319,0.01,1,5064,5057,0
100,319,0.02,2,5064,5064,1
100,319,0.05,5,5064,5064,1
100,319,0.1,10,5064,5057,0
100,319,0.2,20,5064,5057,0
100,319,0.3,30,5064,3427,0
100,319,0.5,50,5064,20866,0
100,320,0.01,1,19339,19339,1
100,320,0.02,2,19339,19307,0
100,320,0.05,5,19339,19338,0
100,320,0.1,10,19339,19339,1
100,320,0.2,20,19339,19321,0
100,320,0.3,30,19339,4146,0
100,320,0.5,50,19339,3868,0
100,321,0.01,1,1004,1004,1
100,321,0.02,2,1004,1004,1
100,321,0.05,5,1004,15909,0
100,321,0.1,10,1004,1004,1
100,321,0.2,20,1004,1004,1
100,321,0.3,30,1004,1004,1
100,321,0.5,50,1004,1004,1
100,322,0.01,1,14933,14933,1
100,322,0.02,2,14933,23902,0
100,322,0.05,5,14933,14933,1
100,322,0.1,10,14933,18721,0
100,322,0.2,20,14933,23922,0
100,322,0.3,30,14933,135,0
100,322,0.5,50,14933,23906,0
100,323,0.01,1,22172,22182,0
100,323,0.02,2,22172,22172,1
100,323,0.05,5,22172,22182,0
100,323,0.1,10,22172,22182,0
100,323,0.2,20,22172,4070,0
100,323,0.3,30,22172,22184,0
100,323,0.5,50,22172,22169,0
100,324,0.01,1,33838,33838,1
100,324,0.02,2,33838,33836,0
100,324,0.05,5,33838,23703,0
100,324,0.1,10,33838,21825,0
100,324,0.2,20,33838,23622,0
100,324,0.3,30,33838,21561,0
100,324,0.5,50,33838,23627,0
100,325,0.01,1,30439,30439,1
100,325,0.02,2,30439,30439,1
100,325,0.05,5,30439,30439,1
100,325,0.1,10,30439,29996,0
100,325,0.2,20,30439,30448,0
100,325,0.3,30,30439,4673,0
100,325,0.5,50,30439,20299,0
100,326,0.01,1,18732,3767,0
100,326,0.02,2,18732,18732,1
100,326,0.05,5,18732,4610,0
100,326,0.1,10,18732,15875,0
100,326,0.2,20,18732,115,0
100,326,0.3,30,18732,4849,0
100,326,0.5,50,18732,3405,0
100,327,0.01,1,5886,5950,0
100,327,0.02,2,5886,5886,1
100,327,0.05,5,5886,5862,0
100,327,0.1,10,5886,5862,0
100,327,0.2,20,5886,5513,0
100,327,0.3,30,5886,21858,0
100,327,0.5,50,5886,19289,0
100,328,0.01,1,6208,6208,1
100,328,0.02,2,6208,6208,1
100,328,0.05,5,6208,21562,0
100,328,0.1,10,6208,6208,1
100,328,0.2,20,6208,22285,0
100,328,0.3,30,6208,22285,0
100,328,0.5,50,6208,6510,0
100,329,0.01,1,4451,4451,1
100,329,0.02,2,4451,4451,1
100,329,0.05,5,4451,4451,1
100,329,0.1,10,4451,5330,0
100,329,0.2,20,4451,5210,0
100,329,0.3,30,4451,4296,0
100,329,0.5,50,4451,5340,0
100,330,0.01,1,5129,5129,1
100,330,0.02,2,5129,5129,1
100,330,0.05,5,5129,5129,1
100,330,0.1,10,5129,5129,1
100,330,0.2,20,5129,4930,0
100,330,0.3,30,5129,20958,0
100,330,0.5,50,5129,7085,0
100,331,0.01,1,7322,7106,0
100,331,0.02,2,7322,7106,0
100,331,0.05,5,7322,7162,0
100,331,0.1,10,7322,7106,0
100,331,0.2,20,7322,5047,0
100,331,0.3,30,7322,7289,0
100,331,0.5,50,7322,23347,0
100,332,0.01,1,20294,20294,1
100,332,0.02,2,20294,20294,1
100,332,0.05,5,20294,20294,1
100,332,0.1,10,20294,20294,1
100,332,0.2,20,20294,20586,0
100,332,0.3,30,20294,20586,0
100,332,0.5,50,20294,20340,0
100,333,0.01,1,3856,4428,0
100,333,0.02,2,3856,3744,0
100,333,0.05,5,3856,4428,0
100,333,0.1,10,3856,3856,1
100,333,0.2,20,3856,3843,0
100,333,0.3,30,3856,4051,0
100,333,0.5,50,3856,4835,0
100,334,0.01,1,19581,19581,1
100,334,0.02,2,19581,19581,1
100,334,0.05,5,19581,19581,1
100,334,0.1,10,19581,19581,1
100,334,0.2,20,19581,4149,0
100,334,0.3,30,19581,19682,0
100,334,0.5,50,19581,19679,0
100,335,0.01,1,20406,20406,1
100,335,0.02,2,20406,20406,1
100,335,0.05,5,20406,20406,1
100,335,0.1,10,20406,20968,0
100,335,0.2,20,20406,20968,0
100,335,0.3,30,20406,19177,0
100,335,0.5,50,20406,20677,0
100,336,0.01,1,5016,5016,1
100,336,0.02,2,5016,7048,0
100,336,0.05,5,5016,5016,1
100,336,0.1,10,5016,5016,1
100,336,0.2,20,5016,5016,1
100,336,0.3,30,5016,20944,0
100,336,0.5,50,5016,4678,0
100,337,0.01,1,19694,4130,0
100,337,0.02,2,19694,19694,1
100,337,0.05,5,19694,20953,0
100,337,0.1,10,19694,5103,0
100,337,0.2,20,19694,5103,0
100,337,0.3,30,19694,5103,0
100,337,0.5,50,19694,5288,0
100,338,0.01,1,14996,14996,1
100,338,0.02,2,14996,14996,1
100,338,0.05,5,14996,14996,1
100,338,0.1,10,14996,14996,1
100,338,0.2,20,14996,14933,0
100,338,0.3,30,14996,14996,1
100,338,0.5,50,14996,14996,1
100,339,0.01,1,16067,16067,1
100,339,0.02,2,16067,16067,1
100,339,0.05,5,16067,16067,1
100,339,0.1,10,16067,16067,1
100,339,0.2,20,16067,16076,0
100,339,0.3,30,16067,20588,0
100,339,0.5,50,16067,19154,0
100,340,0.01,1,135,135,1
100,340,0.02,2,135,135,1
100,340,0.05,5,135,135,1
100,340,0.1,10,135,136,0
100,340,0.2,20,135,1165,0
100,340,0.3,30,135,981,0
100,340,0.5,50,135,1165,0
100,341,0.01,1,6860,6860,1
100,341,0.02,2,6860,6860,1
100,341,0.05,5,6860,23092,0
100,341,0.1,10,6860,23092,0
100,341,0.2,20,6860,23092,0
100,341,0.3,30,6860,14041,0
100,341,0.5,50,6860,6859,0
100,342,0.01,1,5059,5059,1
100,342,0.02,2,5059,5112,0
100,342,0.05,5,5059,5059,1
100,342,0.1,10,5059,5059,1
100,342,0.2,20,5059,5059,1
100,342,0.3,30,5059,5056,0
100,342,0.5,50,5059,6725,0
100,343,0.01,1,181,181,1
100,343,0.02,2,181,185,0
100,343,0.05,5,181,185,0
100,343,0.1,10,181,181,1
100,343,0.2,20,181,185,0
100,343,0.3,30,181,7594,0
100,343,0.5,50,181,7594,0
100,344,0.01,1,14961,14922,0
100,344,0.02,2,14961,14958,0
100,344,0.05,5,14961,15869,0
100,344,0.1,10,14961,14958,0
100,344,0.2,20,14961,15868,0
100,344,0.3,30,14961,14920,0
100,344,0.5,50,14961,20578,0
100,345,0.01,1,21121,21121,1
100,345,0.02,2,21121,21121,1
100,345,0.05,5,21121,21126,0
100,345,0.1,10,21121,3855,0
100,345,0.2,20,21121,20096,0
100,345,0.3,30,21121,21211,0
100,345,0.5,50,21121,4442,0
100,346,0.01,1,20603,20603,1
100,346,0.02,2,20603,20603,1
100,346,0.05,5,20603,20603,1
100,346,0.1,10,20603,20603,1
100,346,0.2,20,20603,20603,1
100,346,0.3,30,20603,20371,0
100,346,0.5,50,20603,20690,0
100,347,0.01,1,11536,11536,1
100,347,0.02,2,11536,11536,1
100,347,0.05,5,11536,11539,0
100,347,0.1,10,11536,12064,0
100,347,0.2,20,11536,12524,0
100,347,0.3,30,11536,13498,0
100,347,0.5,50,11536,14043,0
100,348,0.01,1,19058,19058,1
100,348,0.02,2,19058,19058,1
100,348,0.05,5,19058,15118,0
100,348,0.1,10,19058,15118,0
100,348,0.2,20,19058,16023,0
100,348,0.3,30,19058,295,0
100,348,0.5,50,19058,18650,0
100,349,0.01,1,18854,18854,1
100,349,0.02,2,18854,18854,1
100,349,0.05,5,18854,18854,1
100,349,0.1,10,18854,14999,0
100,349,0.2,20,18854,18854,1
100,349,0.3,30,18854,21553,0
100,349,0.5,50,18854,20942,0
100,350,0.01,1,15647,15668,0
100,350,0.02,2,15647,15647,1
100,350,0.05,5,15647,15665,0
100,350,0.1,10,15647,15645,0
100,350,0.2,20,15647,19962,0
100,350,0.3,30,15647,17200,0
100,350,0.5,50,15647,1727,0
100,351,0.01,1,28941,28941,1
100,351,0.02,2,28941,28941,1
100,351,0.05,5,28941,24299,0
100,351,0.1,10,28941,28945,0
100,351,0.2,20,28941,28949,0
100,351,0.3,30,28941,28795,0
100,351,0.5,50,28941,7848,0
100,352,0.01,1,22253,22253,1
100,352,0.02,2,22253,22253,1
100,352,0.05,5,22253,22253,1
100,352,0.1,10,22253,22253,1
100,352,0.2,20,22253,22253,1
100,352,0.3,30,22253,22253,1
100,352,0.5,50,22253,22176,0
100,353,0.01,1,124,125,0
100,353,0.02,2,124,1720,0
100,353,0.05,5,124,5515,0
100,353,0.1,10,124,3417,0
100,353,0.2,20,124,1720,0
100,353,0.3,30,124,5540,0
100,353,0.5,50,124,5538,0
100,354,0.01,1,23627,23627,1
100,354,0.02,2,23627,21141,0
100,354,0.05,5,23627,23627,1
100,354,0.1,10,23627,21141,0
100,354,0.2,20,23627,23623,0
100,354,0.3,30,23627,20306,0
100,354,0.5,50,23627,23622,0
100,355,0.01,1,14744,7369,0
100,355,0.02,2,14744,14744,1
100,355,0.05,5,14744,14744,1
100,355,0.1,10,14744,14744,1
100,355,0.2,20,14744,6498,0
100,355,0.3,30,14744,6190,0
100,355,0.5,50,14744,33831,0
100,356,0.01,1,14117,12127,0
100,356,0.02,2,14117,13011,0
100,356,0.05,5,14117,12127,0
100,356,0.1,10,14117,11029,0
100,356,0.2,20,14117,5593,0
100,356,0.3,30,14117,3852,0
100,356,0.5,50,14117,14109,0
100,357,0.01,1,5337,5337,1
100,357,0.02,2,5337,4451,0
100,357,0.05,5,5337,4451,0
100,357,0.1,10,5337,4435,0
100,357,0.2,20,5337,3864,0
100,357,0.3,30,5337,5104,0
100,357,0.5,50,5337,5337,1
100,358,0.01,1,20574,20574,1
100,358,0.02,2,20574,20560,0
100,358,0.05,5,20574,20601,0
100,358,0.1,10,20574,20586,0
100,358,0.2,20,20574,20560,0
100,358,0.3,30,20574,19173,0
100,358,0.5,50,20574,10143,0
100,359,0.01,1,559,559,1
100,359,0.02,2,559,130,0
100,359,0.05,5,559,15414,0
100,359,0.1,10,559,559,1
100,359,0.2,20,559,2155,0
100,359,0.3,30,559,2219,0
100,359,0.5,50,559,2155,0
100,360,0.01,1,544,4317,0
100,360,0.02,2,544,544,1
100,360,0.05,5,544,19538,0
100,360,0.1,10,544,15157,0
100,360,0.2,20,544,5245,0
100,360,0.3,30,544,14921,0
100,360,0.5,50,544,780,0
100,361,0.01,1,27011,27011,1
100,361,0.02,2,27011,27011,1
100,361,0.05,5,27011,27011,1
100,361,0.1,10,27011,27940,0
100,361,0.2,20,27011,22678,0
100,361,0.3,30,27011,33834,0
100,361,0.5,50,27011,24845,0
100,362,0.01,1,4330,4330,1
100,362,0.02,2,4330,4330,1
100,362,0.05,5,4330,4330,1
100,362,0.1,10,4330,4324,0
100,362,0.2,20,4330,4329,0
100,362,0.3,30,4330,4323,0
100,362,0.5,50,4330,4332,0
100,363,0.01,1,1165,350,0
100,363,0.02,2,1165,1153,0
100,363,0.05,5,1165,1165,1
100,363,0.1,10,1165,6886,0
100,363,0.2,20,1165,350,0
100,363,0.3,30,1165,16064,0
100,363,0.5,50,1165,19173,0
100,364,0.01,1,8285,8285,1
100,364,0.02,2,8285,8285,1
100,364,0.05,5,8285,7849,0
100,364,0.1,10,8285,404,0
100,364,0.2,20,8285,855,0
100,364,0.3,30,8285,855,0
100,364,0.5,50,8285,15737,0
100,365,0.01,1,5796,5796,1
100,365,0.02,2,5796,5818,0
100,365,0.05,5,5796,6380,0
100,365,0.1,10,5796,5796,1
100,365,0.2,20,5796,5796,1
100,365,0.3,30,5796,5796,1
100,365,0.5,50,5796,3717,0
100,366,0.01,1,23111,23111,1
100,366,0.02,2,23111,23111,1
100,366,0.05,5,23111,23188,0
100,366,0.1,10,23111,22849,0
100,366,0.2,20,23111,21806,0
100,366,0.3,30,23111,22922,0
100,366,0.5,50,23111,23111,1
100,367,0.01,1,400,400,1
100,367,0.02,2,400,400,1
100,367,0.05,5,400,1203,0
100,367,0.1,10,400,1144,0
100,367,0.2,20,400,1006,0
100,367,0.3,30,400,401,0
100,367,0.5,50,400,175,0
100,368,0.01,1,18751,18751,1
100,368,0.02,2,18751,18751,1
100,368,0.05,5,18751,18751,1
100,368,0.1,10,18751,18733,0
100,368,0.2,20,18751,18727,0
100,368,0.3,30,18751,18747,0
100,368,0.5,50,18751,18724,0
100,369,0.01,1,13247,12937,0
100,369,0.02,2,13247,12937,0
100,369,0.05,5,13247,5838,0
100,369,0.1,10,13247,13247,1
100,369,0.2,20,13247,12937,0
100,369,0.3,30,13247,31281,0
100,369,0.5,50,13247,5838,0
100,370,0.01,1,18730,18730,1
100,370,0.02,2,18730,18737,0
100,370,0.05,5,18730,18730,1
100,370,0.1,10,18730,20376,0
100,370,0.2,20,18730,20374,0
100,370,0.3,30,18730,18737,0
100,370,0.5,50,18730,21444,0
100,371,0.01,1,25003,25003,1
100,371,0.02,2,25003,25003,1
100,371,0.05,5,25003,25440,0
100,371,0.1,10,25003,25003,1
100,371,0.2,20,25003,15874,0
100,371,0.3,30,25003,25003,1
100,371,0.5,50,25003,18162,0
100,372,0.01,1,15411,15411,1
100,372,0.02,2,15411,15411,1
100,372,0.05,5,15411,15413,0
100,372,0.1,10,15411,17214,0
100,372,0.2,20,15411,15391,0
100,372,0.3,30,15411,15421,0
100,372,0.5,50,15411,15412,0
100,373,0.01,1,23700,23700,1
100,373,0.02,2,23700,7375,0
100,373,0.05,5,23700,23700,1
100,373,0.1,10,23700,23693,0
100,373,0.2,20,23700,23693,0
100,373,0.3,30,23700,23701,0
100,373,0.5,50,23700,1578,0
100,374,0.01,1,1578,5333,0
100,374,0.02,2,1578,5333,0
100,374,0.05,5,1578,5333,0
100,374,0.1,10,1578,5330,0
100,374,0.2,20,1578,1576,0
100,374,0.3,30,1578,1578,1
100,374,0.5,50,1578,5330,0
100,375,0.01,1,19295,19295,1
100,375,0.02,2,19295,19293,0
100,375,0.05,5,19295,19295,1
100,375,0.1,10,19295,18836,0
100,375,0.2,20,19295,19959,0
100,375,0.3,30,19295,19626,0
100,375,0.5,50,19295,15350,0
100,376,0.01,1,19173,20600,0
100,376,0.02,2,19173,19173,1
100,376,0.05,5,19173,3730,0
100,376,0.1,10,19173,19175,0
100,376,0.2,20,19173,19173,1
100,376,0.3,30,19173,20558,0
100,376,0.5,50,19173,4602,0
100,377,0.01,1,20940,20940,1
100,377,0.02,2,20940,20940,1
100,377,0.05,5,20940,20940,1
100,377,0.1,10,20940,20940,1
100,377,0.2,20,20940,20940,1
100,377,0.3,30,20940,21214,0
100,377,0.5,50,20940,21204,0
100,378,0.01,1,5323,5345,0
100,378,0.02,2,5323,5323,1
100,378,0.05,5,5323,5323,1
100,378,0.1,10,5323,5345,0
100,378,0.2,20,5323,5349,0
100,378,0.3,30,5323,5323,1
100,378,0.5,50,5323,5349,0
100,379,0.01,1,3489,3489,1
100,379,0.02,2,3489,3437,0
100,379,0.05,5,3489,3437,0
100,379,0.1,10,3489,18819,0
100,379,0.2,20,3489,171,0
100,379,0.3,30,3489,4632,0
100,379,0.5,50,3489,2593,0
100,380,0.01,1,20957,20965,0
100,380,0.02,2,20957,20957,1
100,380,0.05,5,20957,20965,0
100,380,0.1,10,20957,7173,0
100,380,0.2,20,20957,7152,0
100,380,0.3,30,20957,7138,0
100,380,0.5,50,20957,7155,0
100,381,0.01,1,20679,20679,1
100,381,0.02,2,20679,20679,1
100,381,0.05,5,20679,20679,1
100,381,0.1,10,20679,20677,0
100,381,0.2,20,20679,20372,0
100,381,0.3,30,20679,21206,0
100,381,0.5,50,20679,6938,0
100,382,0.01,1,7323,7323,1
100,382,0.02,2,7323,7323,1
100,382,0.05,5,7323,7322,0
100,382,0.1,10,7323,7288,0
100,382,0.2,20,7323,7288,0
100,382,0.3,30,7323,14722,0
100,382,0.5,50,7323,3221,0
100,383,0.01,1,1486,1486,1
100,383,0.02,2,1486,1486,1
100,383,0.05,5,1486,1427,0
100,383,0.1,10,1486,3065,0
100,383,0.2,20,1486,186,0
100,383,0.3,30,1486,33205,0
100,383,0.5,50,1486,2736,0
100,384,0.01,1,30331,30331,1
100,384,0.02,2,30331,30331,1
100,384,0.05,5,30331,30331,1
100,384,0.1,10,30331,30331,1
100,384,0.2,20,30331,30148,0
100,384,0.3,30,30331,30331,1
100,384,0.5,50,30331,12276,0
100,385,0.01,1,22972,22972,1
100,385,0.02,2,22972,22963,0
100,385,0.05,5,22972,22972,1
100,385,0.1,10,22972,20415,0
100,385,0.2,20,22972,20448,0
100,385,0.3,30,22972,2771,0
100,385,0.5,50,22972,22962,0
100,386,0.01,1,11912,8282,0
100,386,0.02,2,11912,11912,1
100,386,0.05,5,11912,11621,0
100,386,0.1,10,11912,11912,1
100,386,0.2,20,11912,8282,0
100,386,0.3,30,11912,8282,0
100,386,0.5,50,11912,11817,0
100,387,0.01,1,3766,3865,0
100,387,0.02,2,3766,5836,0
100,387,0.05,5,3766,5842,0
100,387,0.1,10,3766,3865,0
100,387,0.2,20,3766,3498,0
100,387,0.3,30,3766,3441,0
100,387,0.5,50,3766,5811,0
100,388,0.01,1,4601,4601,1
100,388,0.02,2,4601,4601,1
100,388,0.05,5,4601,4601,1
100,388,0.1,10,4601,4603,0
100,388,0.2,20,4601,4601,1
100,388,0.3,30,4601,4664,0
100,388,0.5,50,4601,971,0
100,389,0.01,1,14936,14936,1
100,389,0.02,2,14936,138,0
100,389,0.05,5,14936,15876,0
100,389,0.1,10,14936,15876,0
100,389,0.2,20,14936,794,0
100,389,0.3,30,14936,14933,0
100,389,0.5,50,14936,15921,0
100,390,0.01,1,25049,25049,1
100,390,0.02,2,25049,27231,0
100,390,0.05,5,25049,27231,0
100,390,0.1,10,25049,15920,0
100,390,0.2,20,25049,25048,0
100,390,0.3,30,25049,2595,0
100,390,0.5,50,25049,33543,0
100,391,0.01,1,20929,20929,1
100,391,0.02,2,20929,20929,1
100,391,0.05,5,20929,20929,1
100,391,0.1,10,20929,20929,1
100,391,0.2,20,20929,20929,1
100,391,0.3,30,20929,1371,0
100,391,0.5,50,20929,20940,0
100,392,0.01,1,18749,18749,1
100,392,0.02,2,18749,14937,0
100,392,0.05,5,18749,3439,0
100,392,0.1,10,18749,15179,0
100,392,0.2,20,18749,19308,0
100,392,0.3,30,18749,20603,0
100,392,0.5,50,18749,1167,0
100,393,0.01,1,20841,20841,1
100,393,0.02,2,20841,20841,1
100,393,0.05,5,20841,20841,1
100,393,0.1,10,20841,20841,1
100,393,0.2,20,20841,20277,0
100,393,0.3,30,20841,19531,0
100,393,0.5,50,20841,20859,0
100,394,0.01,1,188,188,1
100,394,0.02,2,188,7542,0
100,394,0.05,5,188,7601,0
100,394,0.1,10,188,1011,0
100,394,0.2,20,188,7601,0
100,394,0.3,30,188,180,0
100,394,0.5,50,188,4673,0
100,395,0.01,1,16305,16305,1
100,395,0.02,2,16305,16243,0
100,395,0.05,5,16305,16298,0
100,395,0.1,10,16305,16301,0
100,395,0.2,20,16305,16246,0
100,395,0.3,30,16305,16246,0
100,395,0.5,50,16305,16301,0
100,396,0.01,1,7853,7853,1
100,396,0.02,2,7853,7851,0
100,396,0.05,5,7853,7851,0
100,396,0.1,10,7853,407,0
100,396,0.2,20,7853,7853,1
100,396,0.3,30,7853,404,0
100,396,0.5,50,7853,16517,0
100,397,0.01,1,31293,32110,0
100,397,0.02,2,31293,31293,1
100,397,0.05,5,31293,31308,0
100,397,0.1,10,31293,32264,0
100,397,0.2,20,31293,5510,0
100,397,0.3,30,31293,10917,0
100,397,0.5,50,31293,12941,0
100,398,0.01,1,6496,6496,1
100,398,0.02,2,6496,6496,1
100,398,0.05,5,6496,6496,1
100,398,0.1,10,6496,3216,0
100,398,0.2,20,6496,1570,0
100,398,0.3,30,6496,29778,0
100,398,0.5,50,6496,21915,0
100,399,0.01,1,20303,20303,1
100,399,0.02,2,20303,20303,1
100,399,0.05,5,20303,20303,1
100,399,0.1,10,20303,20303,1
100,399,0.2,20,20303,20303,1
100,399,0.3,30,20303,20303,1
100,399,0.5,50,20303,20246,0
100,400,0.01,1,5299,5299,1
100,400,0.02,2,5299,5299,1
100,400,0.05,5,5299,5305,0
100,400,0.1,10,5299,21172,0
100,400,0.2,20,5299,21237,0
100,400,0.3,30,5299,7300,0
100,400,0.5,50,5299,1594,0
100,401,0.01,1,20288,20288,1
100,401,0.02,2,20288,20288,1
100,401,0.05,5,20288,18849,0
100,401,0.1,10,20288,20370,0
100,401,0.2,20,20288,20303,0
100,401,0.3,30,20288,19666,0
100,401,0.5,50,20288,18836,0
100,402,0.01,1,21135,21135,1
100,402,0.02,2,21135,21135,1
100,402,0.05,5,21135,21135,1
100,402,0.1,10,21135,21219,0
100,402,0.2,20,21135,21135,1
100,402,0.3,30,21135,6417,0
100,402,0.5,50,21135,4451,0
100,403,0.01,1,2636,2636,1
100,403,0.02,2,2636,2640,0
100,403,0.05,5,2636,2636,1
100,403,0.1,10,2636,1011,0
100,403,0.2,20,2636,2633,0
100,403,0.3,30,2636,1011,0
100,403,0.5,50,2636,14051,0
100,404,0.01,1,4449,4449,1
100,404,0.02,2,4449,5248,0
100,404,0.05,5,4449,5335,0
100,404,0.1,10,4449,5248,0
100,404,0.2,20,4449,5156,0
100,404,0.3,30,4449,5323,0
100,404,0.5,50,4449,4704,0
100,405,0.01,1,979,979,1
100,405,0.02,2,979,979,1
100,405,0.05,5,979,979,1
100,405,0.1,10,979,2620,0
100,405,0.2,20,979,979,1
100,405,0.3,30,979,979,1
100,405,0.5,50,979,15899,0
100,406,0.01,1,21819,17493,0
100,406,0.02,2,21819,16951,0
100,406,0.05,5,21819,17021,0
100,406,0.1,10,21819,16951,0
100,406,0.2,20,21819,17493,0
100,406,0.3,30,21819,31858,0
100,406,0.5,50,21819,17484,0
100,407,0.01,1,23632,23632,1
100,407,0.02,2,23632,23651,0
100,407,0.05,5,23632,33774,0
100,407,0.1,10,23632,23144,0
100,407,0.2,20,23632,21147,0
100,407,0.3,30,23632,33742,0
100,407,0.5,50,23632,21132,0
100,408,0.01,1,21457,21457,1
100,408,0.02,2,21457,21457,1
100,408,0.05,5,21457,21564,0
100,408,0.1,10,21457,16703,0
100,408,0.2,20,21457,21564,0
100,408,0.3,30,21457,5536,0
100,408,0.5,50,21457,15923,0
100,409,0.01,1,1529,1529,1
100,409,0.02,2,1529,1529,1
100,409,0.05,5,1529,1570,0
100,409,0.1,10,1529,1164,0
100,409,0.2,20,1529,1209,0
100,409,0.3,30,1529,397,0
100,409,0.5,50,1529,2783,0
100,410,0.01,1,15878,15878,1
100,410,0.02,2,15878,15878,1
100,410,0.05,5,15878,15878,1
100,410,0.1,10,15878,15860,0
100,410,0.2,20,15878,15860,0
100,410,0.3,30,15878,15878,1
100,410,0.5,50,15878,4608,0
100,411,0.01,1,24992,24992,1
100,411,0.02,2,24992,24992,1
100,411,0.05,5,24992,23897,0
100,411,0.1,10,24992,23978,0
100,411,0.2,20,24992,24990,0
100,411,0.3,30,24992,14910,0
100,411,0.5,50,24992,23975,0
100,412,0.01,1,15491,15491,1
100,412,0.02,2,15491,15491,1
100,412,0.05,5,15491,15491,1
100,412,0.1,10,15491,15486,0
100,412,0.2,20,15491,15491,1
100,412,0.3,30,15491,15491,1
100,412,0.5,50,15491,14992,0
100,413,0.01,1,3159,3159,1
100,413,0.02,2,3159,3159,1
100,413,0.05,5,3159,3159,1
100,413,0.1,10,3159,17947,0
100,413,0.2,20,3159,1525,0
100,413,0.3,30,3159,14926,0
100,413,0.5,50,3159,15409,0
100,414,0.01,1,20675,20675,1
100,414,0.02,2,20675,20681,0
100,414,0.05,5,20675,20681,0
100,414,0.1,10,20675,20675,1
100,414,0.2,20,20675,20675,1
100,414,0.3,30,20675,20671,0
100,414,0.5,50,20675,20671,0
100,415,0.01,1,25469,25469,1
100,415,0.02,2,25469,25469,1
100,415,0.05,5,25469,16289,0
100,415,0.1,10,25469,25492,0
100,415,0.2,20,25469,8796,0
100,415,0.3,30,25469,24013,0
100,415,0.5,50,25469,3481,0
100,416,0.01,1,2215,8054,0
100,416,0.02,2,2215,619,0
100,416,0.05,5,2215,2215,1
100,416,0.1,10,2215,619,0
100,416,0.2,20,2215,9694,0
100,416,0.3,30,2215,9696,0
100,416,0.5,50,2215,8000,0
100,417,0.01,1,2825,2825,1
100,417,0.02,2,2825,2825,1
100,417,0.05,5,2825,2827,0
100,417,0.1,10,2825,2825,1
100,417,0.2,20,2825,3003,0
100,417,0.3,30,2825,2825,1
100,417,0.5,50,2825,6947,0
100,418,0.01,1,6509,6509,1
100,418,0.02,2,6509,6510,0
100,418,0.05,5,6509,6542,0
100,418,0.1,10,6509,6514,0
100,418,0.2,20,6509,6516,0
100,418,0.3,30,6509,6542,0
100,418,0.5,50,6509,6403,0
100,419,0.01,1,20962,20962,1
100,419,0.02,2,20962,20962,1
100,419,0.05,5,20962,20941,0
100,419,0.1,10,20962,23434,0
100,419,0.2,20,20962,20941,0
100,419,0.3,30,20962,23428,0
