user_id,persona_id,num_unique_cohort_ids,per_unique_cohort_ids,per_same_cohort_ids,cohort_ids
59,2,51,0.9807692307692307,0.019230769230769273,"[1942, 22577, 17850, 6892, 20446, 21860, 1050, 22971, 15042, 3079, 2491, 23139, 17852, 22583, 23030, 17837, 5920, 19324, 859, 18444, 5268, 5336, 1069, 17835, 23493, 21185, 1935, 21901, 18391, 21711, 2816, 16991, 18280, 17838, 21897, 21682, 1987, 20137, 22642, 409, 3776, 21897, 3767, 18433, 20423, 27851, 4388, 5342, 709, 15727, 2683, 15971]"
60,1,15,0.28846153846153844,0.7115384615384616,"[3775, 6243, 6207, 6210, 6243, 6243, 6242, 4147, 4456, 3881, 6207, 6207, 6243, 4147, 6210, 6210, 6240, 6242, 6242, 3547, 6207, 5618, 6210, 4456, 6210, 6245, 4147, 6243, 6242, 6243, 6210, 6242, 4147, 4150, 4150, 6210, 6243, 6210, 6207, 6242, 4147, 4150, 4147, 6240, 6207, 6210, 6243, 5920, 6210, 6214, 6210, 6243]"
61,9,27,0.5192307692307693,0.4807692307692307,"[19578, 20944, 21141, 19939, 21130, 19578, 19143, 19939, 29611, 19939, 4331, 3735, 4358, 21141, 21141, 19941, 3849, 19185, 4331, 19541, 4361, 4361, 4358, 3737, 21118, 19939, 19939, 30339, 19551, 4361, 4329, 3737, 19983, 19185, 19939, 4386, 3737, 23627, 4044, 19939, 19983, 4330, 21141, 4329, 19939, 4329, 19178, 19551, 19185, 3411, 4386, 4329]"
62,7,34,0.6538461538461539,0.34615384615384615,"[19636, 4131, 4097, 19600, 4354, 4069, 4116, 4134, 4354, 19960, 4336, 4069, 4354, 4166, 4403, 4064, 19710, 19960, 4359, 19636, 4069, 19600, 4134, 19926, 19960, 19716, 20092, 19646, 20863, 4359, 4097, 4421, 4143, 19694, 4161, 19979, 19960, 19580, 19675, 19675, 4155, 4421, 4119, 20021, 4109, 4109, 4152, 4166, 19636, 593, 19566, 19960]"
63,0,35,0.6730769230769231,0.32692307692307687,"[692, 780, 1375, 4254, 4379, 692, 15549, 19849, 4374, 681, 507, 809, 701, 29447, 15562, 689, 6260, 664, 4374, 507, 689, 4482, 15972, 664, 701, 701, 689, 689, 4048, 780, 7416, 743, 808, 51, 15749, 809, 1544, 701, 689, 4374, 692, 3913, 4283, 2296, 24642, 4306, 507, 743, 7640, 15533, 663, 4469]"
64,8,23,0.4423076923076923,0.5576923076923077,"[22989, 20606, 23125, 21822, 22989, 4854, 6890, 20606, 5686, 22989, 19028, 20606, 6950, 21641, 5686, 20446, 19273, 20606, 22989, 20606, 20606, 3618, 6890, 4853, 20606, 20606, 23125, 22989, 4361, 5920, 20446, 21894, 20580, 5686, 5686, 6890, 20446, 22989, 20580, 5686, 21822, 5920, 20423, 4734, 19184, 5838, 19184, 22989, 23125, 4358, 22989, 22989]"
65,0,39,0.75,0.25,"[3800, 780, 4306, 664, 8737, 222, 10900, 663, 4374, 4391, 701, 20001, 4231, 3739, 664, 701, 16339, 689, 15533, 8901, 4191, 4329, 701, 4374, 4189, 780, 664, 821, 19742, 4220, 220, 478, 4220, 664, 1475, 4210, 19742, 15711, 780, 25521, 662, 4374, 188, 507, 4318, 4374, 4293, 801, 5776, 526, 808, 664]"
66,0,40,0.7692307692307693,0.23076923076923073,"[20010, 15533, 4231, 661, 15533, 259, 4482, 4231, 4374, 817, 4220, 4388, 689, 507, 743, 699, 7951, 4189, 664, 3739, 7640, 4371, 4412, 17541, 19743, 663, 4331, 4379, 808, 689, 4374, 4318, 789, 818, 4426, 1935, 752, 663, 16339, 701, 15736, 16355, 689, 4231, 28539, 664, 17541, 689, 17541, 3854, 4231, 1544]"
67,0,39,0.75,0.25,"[780, 4231, 4231, 17537, 4412, 4231, 370, 30771, 801, 674, 692, 701, 2346, 15647, 30740, 661, 818, 778, 863, 4374, 663, 692, 4220, 20001, 4431, 51, 812, 663, 682, 4231, 19807, 1548, 507, 3913, 818, 4388, 780, 701, 15533, 682, 771, 690, 3620, 4374, 2448, 4360, 15443, 366, 689, 4374, 4388, 4412]"
68,6,19,0.36538461538461536,0.6346153846153846,"[19184, 22556, 19184, 20606, 19143, 21825, 3525, 3800, 3768, 19184, 19184, 31837, 19184, 19178, 19184, 19273, 3768, 19184, 20677, 19184, 19143, 18724, 20580, 19184, 19143, 19184, 3595, 19143, 19184, 28804, 19184, 3768, 19143, 3438, 28804, 19223, 19184, 19184, 3768, 20040, 21825, 19184, 19184, 19184, 19223, 19273, 3768, 19184, 19184, 19223, 20606, 19184]"
69,8,21,0.40384615384615385,0.5961538461538461,"[20605, 4796, 20580, 22989, 22989, 22989, 22989, 22989, 19182, 20446, 20605, 22989, 22989, 6891, 20606, 5686, 20607, 20435, 20606, 22989, 5686, 22989, 22989, 21894, 6778, 20606, 6890, 4854, 21710, 6778, 22989, 22989, 21894, 22989, 20446, 22989, 20606, 5686, 22989, 21641, 22989, 22989, 21822, 20606, 5686, 22989, 5686, 20606, 21899, 20446, 5920, 18939]"
70,5,25,0.4807692307692308,0.5192307692307692,"[11098, 3772, 20580, 3595, 3568, 3595, 19143, 20019, 3594, 3595, 19143, 19185, 3772, 19185, 3595, 3394, 3568, 4423, 19183, 3834, 3368, 817, 3568, 3595, 19185, 3368, 3595, 20579, 3595, 3595, 20606, 3525, 19273, 3798, 19183, 3775, 19035, 3595, 30364, 19309, 19183, 3568, 3568, 20068, 19183, 3595, 3595, 3368, 19143, 3594, 3568, 3595]"
71,8,21,0.40384615384615385,0.5961538461538461,"[23125, 21825, 22989, 5886, 20446, 21714, 20606, 22989, 19143, 21822, 5886, 22989, 20606, 30364, 19273, 5886, 20606, 22989, 5686, 20446, 21825, 5686, 22989, 22989, 5686, 20446, 22989, 22989, 20606, 20605, 22989, 22989, 33057, 22989, 22989, 20446, 6890, 23107, 19178, 22989, 22989, 5686, 22989, 22989, 22989, 4854, 3763, 19184, 21822, 20606, 6322, 22989]"
72,1,22,0.4230769230769231,0.5769230769230769,"[6240, 5646, 4456, 6243, 6207, 6509, 4147, 6210, 6205, 6243, 4147, 6210, 6226, 3547, 6193, 6243, 4148, 6207, 6242, 6245, 4456, 6243, 6210, 6214, 6207, 6242, 6210, 6207, 6207, 6210, 6207, 4147, 6207, 6212, 6243, 6243, 4144, 6207, 4150, 6210, 4144, 6243, 5639, 6242, 4144, 4144, 6198, 6207, 6207, 6243, 4171, 6198]"
73,0,40,0.7692307692307693,0.23076923076923073,"[4374, 19805, 638, 4374, 752, 15549, 692, 732, 663, 664, 663, 663, 664, 4231, 363, 15972, 19615, 384, 672, 222, 51, 8901, 4403, 15533, 808, 4234, 661, 15533, 692, 4191, 867, 812, 860, 4374, 1407, 4333, 867, 20021, 689, 4469, 780, 17420, 312, 689, 701, 15535, 4388, 664, 663, 663, 588, 15690]"
74,1,16,0.3076923076923077,0.6923076923076923,"[6232, 6210, 6207, 6207, 6242, 4171, 6242, 4147, 6207, 528, 4147, 6207, 4171, 5646, 6210, 4147, 6210, 6207, 6243, 6243, 3523, 6242, 4147, 4147, 4143, 4147, 6207, 6242, 6243, 4147, 3546, 6210, 6216, 4150, 6210, 6207, 6207, 6207, 6210, 4150, 6243, 6240, 6242, 6207, 6210, 6243, 4147, 4483, 6243, 4147, 6210, 6207]"
75,1,19,0.36538461538461536,0.6346153846153846,"[6210, 6207, 6242, 6207, 4169, 4171, 6210, 6210, 4147, 4456, 6242, 6210, 5618, 4150, 6210, 4147, 6207, 6207, 6210, 6240, 6210, 6210, 5639, 6243, 6207, 6232, 6207, 6210, 6243, 4456, 4150, 6242, 6207, 4144, 6243, 4147, 6245, 6242, 3546, 6243, 4147, 3546, 6242, 5650, 3520, 6207, 6207, 6232, 4143, 4147, 6210, 4144]"
76,3,35,0.6730769230769231,0.32692307692307687,"[17803, 1025, 2651, 2634, 17804, 17759, 22939, 3020, 17820, 27238, 2647, 16123, 23450, 15912, 27238, 17803, 17803, 27238, 15932, 27238, 21232, 2630, 17807, 3025, 17805, 18233, 10158, 2647, 30110, 17813, 27238, 17803, 2659, 25062, 27697, 26015, 17805, 17803, 2647, 18233, 17814, 17803, 17805, 27248, 17818, 27236, 18185, 27246, 27236, 15932, 2659, 18231]"
77,4,12,0.23076923076923078,0.7692307692307692,"[6236, 20001, 22578, 6236, 6232, 6236, 6236, 22202, 22202, 22578, 6236, 6232, 4084, 6236, 6236, 22578, 22578, 22578, 6437, 4171, 6538, 6232, 6228, 6228, 6236, 6236, 6236, 6216, 6236, 22328, 22578, 22578, 22202, 22578, 20001, 22202, 6228, 6236, 6228, 6236, 6236, 22202, 6236, 6236, 6236, 22202, 22578, 4171, 6236, 22578, 6236, 6236]"
78,8,23,0.4423076923076923,0.5576923076923077,"[4734, 20446, 19184, 19184, 22989, 4853, 22989, 22989, 20446, 5889, 22989, 20605, 5686, 22989, 6889, 20606, 5920, 5686, 20446, 4853, 20606, 3711, 22989, 22989, 3595, 22989, 5686, 5886, 20606, 5886, 20606, 19178, 22989, 5841, 19178, 20606, 22989, 22989, 22989, 30352, 3682, 21822, 22989, 20580, 20580, 4830, 20446, 22989, 22989, 20594, 21894, 20580]"
79,8,24,0.46153846153846156,0.5384615384615384,"[20446, 6778, 5686, 22989, 19184, 22989, 21641, 22989, 3438, 19768, 5686, 19184, 22989, 20606, 20446, 19183, 20607, 4854, 22989, 23125, 21714, 20606, 20606, 19184, 23125, 22989, 6890, 19178, 23107, 4853, 5686, 4854, 20446, 22989, 20606, 5686, 20446, 22989, 20580, 22972, 19184, 22989, 20606, 5886, 21641, 20448, 20446, 22989, 5762, 22989, 19273, 22989]"
80,3,26,0.5,0.5,"[27238, 17803, 18190, 17803, 17803, 27238, 17805, 25503, 17813, 27238, 18245, 17805, 27238, 27246, 17811, 15932, 2646, 17803, 17805, 25061, 27236, 27238, 27238, 6722, 17811, 17811, 17811, 17810, 17805, 27246, 20965, 18224, 15930, 27238, 2646, 23419, 17810, 1034, 18020, 27238, 27238, 8461, 27246, 18233, 2646, 27238, 27246, 17803, 32996, 27238, 2650, 17815]"
81,6,24,0.46153846153846156,0.5384615384615384,"[31788, 19184, 19143, 19184, 3768, 4361, 19184, 19184, 5841, 19184, 19143, 3438, 19184, 3768, 19273, 19184, 19223, 19178, 19143, 3595, 3525, 19184, 19273, 19143, 19143, 19273, 3768, 19184, 20579, 28804, 4482, 3595, 19184, 19184, 19340, 4361, 20381, 19183, 19273, 19273, 19184, 21825, 19273, 19184, 19245, 21641, 5886, 3440, 19273, 5838, 19178, 19273]"
82,8,24,0.46153846153846156,0.5384615384615384,"[5951, 21825, 19178, 5886, 22989, 19028, 5886, 20580, 19184, 6890, 22989, 20606, 5686, 22989, 19178, 5762, 19178, 19183, 5841, 22989, 4842, 20580, 22989, 20606, 22989, 22989, 5886, 20606, 23125, 22989, 22989, 22989, 6890, 21826, 21641, 20607, 5686, 3521, 20448, 22989, 20605, 20446, 22989, 19184, 5886, 20446, 21641, 5686, 20606, 22989, 21643, 5686]"
83,5,27,0.5192307692307693,0.4807692307692307,"[19183, 28475, 3568, 19183, 19183, 19183, 19223, 3568, 4426, 19183, 3737, 19185, 3595, 4208, 3595, 21643, 19183, 3568, 28802, 3547, 3595, 18908, 19183, 4361, 18941, 19273, 3772, 4210, 4282, 28770, 3568, 4386, 3595, 3595, 11098, 3802, 19223, 29653, 3595, 3684, 19223, 3595, 4331, 19185, 19035, 19035, 19183, 19183, 3595, 3568, 3595, 4331]"
84,2,45,0.8653846153846154,0.13461538461538458,"[20655, 19980, 17853, 7298, 5880, 17969, 4939, 3776, 6483, 5276, 18947, 6415, 18382, 6914, 5277, 6891, 17852, 5888, 10175, 18435, 6891, 20010, 23148, 7317, 5888, 1071, 21901, 21717, 21696, 18980, 22990, 23477, 2404, 6547, 22990, 22648, 21860, 20579, 20446, 3059, 19274, 5888, 21860, 16979, 17996, 17969, 20633, 17946, 4359, 22990, 22597, 15963]"
85,0,46,0.8846153846153846,0.11538461538461542,"[15533, 3834, 19700, 743, 25554, 17522, 4412, 690, 19788, 692, 692, 661, 663, 8282, 780, 29388, 51, 4191, 808, 778, 1583, 19743, 4374, 16403, 1486, 4462, 19942, 701, 842, 701, 701, 656, 5798, 2375, 860, 812, 637, 4135, 689, 4388, 19807, 15535, 24606, 7924, 53, 701, 2296, 808, 4318, 336, 4231, 808]"
86,6,23,0.4423076923076923,0.5576923076923077,"[19184, 19184, 19273, 3768, 3525, 30452, 5841, 3768, 19223, 20690, 19184, 19178, 19185, 3772, 19273, 19143, 19223, 19184, 28804, 19184, 3772, 19245, 20606, 19143, 19184, 19143, 19184, 19143, 19184, 21825, 3438, 19184, 19143, 19184, 19275, 19178, 19184, 19184, 19184, 19143, 19184, 19983, 19184, 19143, 19184, 28804, 3832, 20677, 19223, 20335, 19184, 19982]"
87,3,32,0.6153846153846154,0.3846153846153846,"[27197, 2630, 17811, 27238, 17804, 17803, 17803, 18007, 18250, 27238, 2658, 2646, 16774, 17803, 17808, 2634, 32262, 22940, 17803, 27663, 27246, 25295, 17804, 27238, 18250, 27238, 16783, 21595, 27238, 27238, 27247, 2651, 2651, 27238, 17811, 17811, 20389, 27238, 22878, 27246, 17808, 27238, 30004, 27246, 25056, 17813, 25061, 33005, 27238, 27248, 17820, 17812]"
88,0,40,0.7692307692307693,0.23076923076923073,"[507, 663, 15566, 4388, 15576, 2296, 1407, 654, 19183, 15533, 15533, 777, 19807, 4374, 280, 842, 20115, 15533, 4234, 701, 689, 808, 15576, 15525, 821, 4149, 689, 803, 876, 4388, 20112, 4388, 701, 701, 7628, 400, 1826, 3595, 701, 3913, 692, 743, 259, 692, 261, 15575, 690, 674, 821, 664, 663, 3556]"
89,3,34,0.6538461538461539,0.34615384615384615,"[27238, 2647, 27238, 17803, 30121, 6729, 15930, 17803, 17803, 18233, 17811, 17811, 2650, 17811, 17811, 16135, 17805, 18250, 17805, 17808, 27248, 22314, 16474, 17805, 25070, 1028, 17814, 1024, 27246, 2647, 7159, 18237, 27238, 17815, 2651, 17803, 10158, 33005, 17755, 16322, 27246, 17804, 27238, 27238, 17814, 23450, 27238, 32968, 20318, 18236, 10158, 27238]"
90,8,23,0.4423076923076923,0.5576923076923077,"[22989, 22989, 6889, 3814, 20603, 6777, 20605, 22989, 20446, 22989, 5686, 5686, 20580, 6778, 22989, 6890, 22989, 22989, 22989, 5686, 20605, 19028, 19143, 5686, 20446, 22989, 20580, 21894, 22989, 4854, 20446, 22989, 22989, 22989, 3647, 20606, 3772, 5686, 22989, 20449, 21913, 19184, 22989, 20605, 21822, 20605, 5686, 5686, 22989, 22989, 21740, 22989]"
91,3,33,0.6346153846153846,0.3653846153846154,"[27238, 17811, 17805, 17808, 25064, 17803, 17811, 2647, 2646, 17805, 18231, 27238, 27238, 18251, 17805, 17805, 18250, 17811, 3024, 27246, 15908, 18233, 17805, 8830, 15930, 15930, 17804, 27253, 25070, 17810, 15906, 6736, 27238, 27244, 27246, 15938, 17805, 17811, 8465, 15926, 25498, 17803, 27238, 27246, 17804, 27238, 18238, 22939, 27238, 18237, 27191, 17812]"
92,7,30,0.5769230769230769,0.42307692307692313,"[4116, 4120, 19566, 19713, 20043, 4354, 4134, 19979, 4131, 19600, 4148, 19960, 4045, 4148, 20001, 4330, 4045, 4109, 4116, 19566, 19636, 19960, 4069, 19950, 4069, 20070, 19979, 4454, 4148, 19636, 20097, 4069, 19675, 4148, 4025, 4097, 20097, 19960, 4134, 19979, 4359, 20001, 19653, 19681, 4069, 20043, 4169, 20097, 4064, 4169, 4045, 19636]"
93,0,42,0.8076923076923077,0.1923076923076923,"[4388, 15675, 4374, 22596, 732, 8120, 15523, 4220, 4469, 18911, 4189, 7631, 15576, 15533, 689, 808, 690, 653, 663, 1392, 771, 1518, 3566, 2445, 2163, 743, 743, 4469, 1107, 682, 19807, 243, 507, 4455, 818, 778, 15533, 507, 19807, 1433, 2346, 663, 663, 4375, 701, 664, 682, 4388, 4363, 863, 3892, 808]"
94,9,26,0.5,0.5,"[21141, 19185, 19939, 19983, 19939, 21141, 19939, 3763, 19977, 4361, 19185, 19185, 19976, 4329, 19185, 19939, 3768, 21141, 4068, 19143, 19969, 19939, 4329, 19939, 19188, 19578, 4044, 19143, 19983, 3736, 3440, 19977, 19143, 19944, 19185, 3737, 21141, 6873, 19553, 19185, 19143, 19969, 4329, 29627, 19185, 19944, 4363, 29653, 19976, 19983, 19947, 19977]"
95,3,28,0.5384615384615384,0.46153846153846156,"[17805, 27238, 27238, 1030, 23439, 17803, 2647, 27238, 22936, 17812, 27238, 17803, 17803, 27246, 16774, 27193, 1025, 27238, 27238, 27238, 33005, 27238, 27238, 27246, 2659, 22939, 6749, 2642, 17803, 21574, 27246, 27238, 17805, 17804, 3026, 17808, 17805, 1033, 33552, 25023, 27238, 27238, 27238, 17808, 17803, 2655, 15905, 17803, 27253, 17822, 17805, 17803]"
96,7,29,0.5576923076923077,0.4423076923076923,"[4116, 4116, 19636, 19538, 19979, 4069, 4109, 20043, 19675, 4131, 4359, 19960, 19636, 19566, 19636, 4359, 4057, 19636, 4069, 19960, 4359, 4055, 4069, 4116, 4134, 4155, 19681, 19926, 4134, 4171, 4330, 4171, 20043, 19979, 4169, 4166, 20097, 4109, 22251, 19615, 19646, 19694, 4134, 19566, 4359, 4131, 4148, 6171, 4134, 4134, 20097, 4148]"
97,0,39,0.75,0.25,"[808, 24604, 15535, 15533, 761, 15576, 19807, 4231, 663, 29457, 7628, 17263, 692, 818, 689, 664, 4388, 6450, 664, 875, 917, 689, 680, 28102, 682, 4374, 780, 16344, 701, 692, 7640, 818, 4441, 4330, 20021, 663, 1295, 821, 663, 780, 818, 588, 818, 4469, 20073, 701, 818, 222, 507, 699, 689, 808]"
98,1,17,0.3269230769230769,0.6730769230769231,"[6210, 6210, 4456, 6242, 4169, 6207, 6210, 6207, 3547, 4144, 6207, 6240, 4147, 4147, 4456, 4169, 6207, 6207, 6207, 4171, 6243, 6210, 4144, 4147, 6240, 6210, 6232, 4144, 6242, 6240, 6242, 6207, 6210, 6211, 4147, 6517, 6243, 6243, 4150, 6236, 6242, 4483, 6207, 6243, 6243, 6210, 6210, 6240, 6210, 6207, 6207, 4147]"
99,1,20,0.38461538461538464,0.6153846153846154,"[4450, 4172, 4169, 3523, 6242, 6207, 6207, 4118, 6240, 6210, 6210, 6509, 6210, 4171, 6243, 4150, 4139, 6240, 6210, 4144, 6210, 4169, 6242, 6240, 6243, 6243, 6509, 6210, 6207, 6210, 6240, 4147, 4445, 6210, 13034, 3523, 6242, 6207, 4160, 4150, 6207, 4144, 6243, 6210, 4147, 6243, 6210, 6517, 4171, 6207, 4144, 6243]"
